country,paxp_dom,paxp_int_dep,paxp_int_arr,paxp_int,paxp_tot,year
KR,0.31956246733902377,0.6106960373126049,2.175353174313909,2.786049211626514,3.1056116789655377,2016
KW,0.0,1.4974444120599277,0.5068925866740679,2.0043369987339954,2.0043369987339954,2016
KZ,0.20243841076913024,0.11969434097889306,0.11218771297766147,0.23188205395655453,0.43432046472568475,2016
LA,0.07276442428079427,0.13403105198267368,0.025111098682034302,0.159142150664708,0.23190657494550226,2016
LB,0.0,0.5849734147706964,0.34585859806652347,0.9308320128372198,0.9308320128372198,2016
LC,0.0,2.2094098356922447,0.500804361861329,2.7102141975535736,2.7102141975535736,2016
LK,0.0004264112647422921,0.1696368343388357,0.8520427792712546,1.0216796136100903,1.0221060248748326,2016
LR,0.0,0.026975520269963377,0.00613565512255991,0.033111175392523284,0.033111175392523284,2016
LS,0.0,0.02440126885659273,0.003646040029617173,0.028047308886209904,0.028047308886209904,2016
LT,0.0007936258979265347,0.8161510015300912,0.2869599746568988,1.10311097618699,1.1039046020849166,2016
LU,0.0,2.7373977302718395,0.13333347633048553,2.870731206602325,2.870731206602325,2016
LV,0.0,1.0238567695803227,0.1916811814255606,1.2155379510058832,1.2155379510058832,2016
LY,0.05582568847455552,0.11209949871278083,0.04578332506270058,0.1578828237754814,0.21370851225003692,2016
MA,0.01738720423857645,0.20610292696120777,0.3384978499919075,0.5446007769531153,0.5619879811916917,2016
MC,0.0,2.022159029938835,0.0014694828285960878,2.0236285127674307,2.0236285127674307,2016
MD,0.0,0.30314930474267354,0.04729657491098,0.35044587965365354,0.35044587965365354,2016
ME,4.0048185977367966e-05,1.1100812497597108,0.05075709836301164,1.1608383481227225,1.1608783963087,2016
MG,0.008745035239911552,0.012028987639517494,0.11134373920753898,0.12337272684705648,0.13211776208696804,2016
MH,0.33739965205726385,0.8776541113835964,0.30927394092974747,1.1869280523133439,1.5243277043706076,2016
MK,0.0,0.41577323545742806,0.062126967311706305,0.47790020276913436,0.47790020276913436,2016
ML,0.0,0.01946471651799939,0.025822227042555112,0.0452869435605545,0.0452869435605545,2016
MM,0.06986847988227987,0.04362490799231067,0.1204335164610689,0.16405842445337956,0.23392690433565944,2016
MN,0.02889294043827767,0.13489587649614643,0.012668112222478198,0.14756398871862464,0.1764569291569023,2016
MO,0.0,4.834707525634073,0.5700488163427099,5.404756341976783,5.404756341976783,2016
MR,0.006861844990133743,0.04671080707551602,0.01005378743188567,0.056764594507401685,0.06362643949753542,2016
MT,0.0,5.370095482011733,0.13845691989021675,5.50855240190195,5.50855240190195,2016
MU,0.13121118312931615,0.9951114837169444,0.18979606427548393,1.1849075479924283,1.3161187311217444,2016
MV,2.538742815378924,3.8104884188870947,0.0811484488582872,3.891636867745382,6.430379683124306,2016
MW,0.0054131115629409915,0.01574661748873246,0.013415930417945844,0.029162547906678306,0.034575659469619296,2016
MX,0.27982644772429915,0.16654346966311617,0.4624426677408035,0.6289861374039196,0.9088125851282187,2016
MY,0.6590006789938309,0.5616235266250674,1.581572407676345,2.1431959343014126,2.8021966132952434,2016
MZ,0.017129904574752886,0.015544989127414921,0.02633062486830435,0.04187561399571927,0.059005518570472155,2016
NA,0.020747675582247226,0.21895668807931087,0.02477519375850361,0.2437318818378145,0.26447955742006174,2016
NE,0.0004885971518658277,0.007510434838896123,0.010149529051757734,0.017659963890653857,0.018148561042519686,2016
NG,0.015397380422085747,0.011543063296488965,0.12668778904175046,0.13823085233823942,0.15362823276032517,2016
NI,0.0,0.12658419366608126,0.056918567723736116,0.18350276138981736,0.18350276138981736,2016
NL,0.0007812984515329625,1.1838333296618544,1.9587097304881693,3.1425430601500235,3.1433243586015562,2016
NO,2.5803065059607717,2.0766738547470447,1.3539668305976873,3.430640685344732,6.010947191305504,2016
